1,0.5,1,18.2,0.426075447,0.413650676,0.397600272,0.377493144,0.352788183,0.322945579,0.28767524,0.247458891,0.204662177,0.165910991,0.145326119,0.157731477,0.198347843,0.250921263,0.304140094,0.352094705,0.391889237,0.422290804,0.443005785,0.454264297,0.456586299,0.450676235,0.437418817,0.417942198,0.3937035,0.366560108,0.338808809,0.313171468,0.292655586,0.280150734,0.277700148,0.285773412,0.303158199,0.327601308,0.356626116,0.3880293,0.420029402,0.45124044,0.480601789,0.507318005,0.530818973
1,0.5,3,18.2,0.446795556,0.430584436,0.410095404,0.38478902,0.354008743,0.317116493,0.273803594,0.224786523,0.173522525,0.130927572,0.121599626,0.157377659,0.215579325,0.277400299,0.334383568,0.382734166,0.420866439,0.448345051,0.465320537,0.472239845,0.469734363,0.458605312,0.439851686,0.414726036,0.384827186,0.352226933,0.31960197,0.290307686,0.268225417,0.257056417,0.258964882,0.273492362,0.297974483,0.329000236,0.36351888,0.399184535,0.434289887,0.467606645,0.498253373,0.52560968,0.54926562
1,0.5,5,18.2,0.460977159,0.442066299,0.418474726,0.389610043,0.35470788,0.313013162,0.264158193,0.208988388,0.151765436,0.107654469,0.11120606,0.162559398,0.228535349,0.293362199,0.351020467,0.39897723,0.43630249,0.462849544,0.478818825,0.484555852,0.480508872,0.467284909,0.445753524,0.417161302,0.383238869,0.346305603,0.309392322,0.276363034,0.251822107,0.240242879,0.244024502,0.262011741,0.290442669,0.32512533,0.362684852,0.400733541,0.437649105,0.472337706,0.504069197,0.53237566,0.55698989
1,0.5,7,18.2,0.433055668,0.419651067,0.402477495,0.381073297,0.354864166,0.323274784,0.285981488,0.243453006,0.198144956,0.157244549,0.136817738,0.153070364,0.198074794,0.25362341,0.308564189,0.357400372,0.397546523,0.427978125,0.448521543,0.459454342,0.461297831,0.454740005,0.440647612,0.420132829,0.394641427,0.366036009,0.33665818,0.309344661,0.287312949,0.27373908,0.270915339,0.279358441,0.297664213,0.323290409,0.353524455,0.38602848,0.418968959,0.450958466,0.480961293,0.50821779,0.532194838
1,0.5,9,18.2,0.476733859,0.455438244,0.429034473,0.396868677,0.358082378,0.311793788,0.257483513,0.19584802,0.131329306,0.084075155,0.10399408,0.170320989,0.243368452,0.31128159,0.369831388,0.417401854,0.453622706,0.478682511,0.492948095,0.496804776,0.490652326,0.474997209,0.450591477,0.418580942,0.380643981,0.339132599,0.297261851,0.25937864,0.23108597,0.218264497,0.22404343,0.246345706,0.279797784,0.319165074,0.360698,0.401967366,0.441420004,0.478052199,0.511217608,0.54052088,0.565757792
1,1,1,18.2,0.456109733,0.437983876,0.415269425,0.387410808,0.353686685,0.313382613,0.266157296,0.212842656,0.157513446,0.114011565,0.113533455,0.160259441,0.223762651,0.287349807,0.344454437,0.392298193,0.429829436,0.456838333,0.473490297,0.480105841,0.477107073,0.465067876,0.444815915,0.417547767,0.38493598,0.349228709,0.313357036,0.281031204,0.256639831,0.244470285,0.246978813,0.263367023,0.290261343,0.323674908,0.360277958,0.397655675,0.434137047,0.468575996,0.500191439,0.528467253,0.553091969
1,1,3,18.2,0.449944205,0.433006508,0.411637,0.38530706,0.353318412,0.314975926,0.269946511,0.2190263,0.166026795,0.123181425,0.11767314,0.158060576,0.218180542,0.280294819,0.336999546,0.38508022,0.423220604,0.451041646,0.468609222,0.476199964,0.474235401,0.463318322,0.444318095,0.418466313,0.38744267,0.353451799,0.319302622,0.288468377,0.26496796,0.252692929,0.253985801,0.268411751,0.29315778,0.324622018,0.359617451,0.395729935,0.431234886,0.464922048,0.495952798,0.52376574,0.548017239
1,1,5,18.2,0.440640671,0.425683369,0.40668694,0.383157835,0.354487336,0.320076003,0.279616971,0.23371588,0.185336192,0.143420787,0.128078339,0.154346703,0.206670872,0.265869954,0.322162188,0.370987555,0.410311753,0.439434191,0.458361896,0.467468266,0.46732837,0.458665082,0.442369318,0.419574072,0.391759754,0.360864264,0.329376696,0.300382769,0.277450987,0.264111961,0.262776981,0.273658845,0.29478051,0.323099225,0.355633754,0.389964787,0.424274571,0.457229121,0.487855813,0.515456764,0.539555525
1,1,7,18.2,0.448776012,0.431935273,0.410676645,0.38450503,0.352753168,0.314755619,0.270213223,0.219973378,0.16792734,0.126229988,0.120874639,0.160059814,0.219082274,0.280440288,0.336639439,0.384405016,0.422380805,0.450148016,0.467726759,0.475344231,0.473375812,0.46239006,0.443241456,0.417169321,0.385881085,0.351621273,0.317241087,0.286250816,0.262696375,0.250478025,0.251914901,0.266522416,0.291448396,0.323085561,0.358263453,0.394585893,0.430335911,0.464297477,0.495614598,0.523700962,0.548185307
1,1,9,18.2,0.443812214,0.428406333,0.408915295,0.384832957,0.355536854,0.320412076,0.279134418,0.232293816,0.182870062,0.140058162,0.125032418,0.153106802,0.207014727,0.267167256,0.323958527,0.37297148,0.412263554,0.441194936,0.459811238,0.468508236,0.467874977,0.45864814,0.441736949,0.418297268,0.389836277,0.358325922,0.326305491,0.296938242,0.273898829,0.260816822,0.260111963,0.271865278,0.293904443,0.323043706,0.356243723,0.391082845,0.425764676,0.458982836,0.489791423,0.517515905,0.541699037
